job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,nr.employed,y,date,id_,age_iterative,euribor3m_iterative,income,kidhome,teenhome,dt_customer,num_web_visits_month,i_d
technician,single,professional.course,no,no,no,telephone,27,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-07-20,dc1fa860-7bff-4b6a-b793-39c4ddc23d1e,40.28610932349633,4.858,46720,1,1,2012-05-16,7,dc1fa860-7bff-4b6a-b793-39c4ddc23d1e
management,married,high.school,no,no,no,telephone,353,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-05-16,0508d68c-3e94-4070-b587-f95301057cc3,39.52402690163146,3.616138060999768,19365,2,0,2012-04-12,20,0508d68c-3e94-4070-b587-f95301057cc3
blue-collar,married,basic,no,yes,no,telephone,85,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-03-03,346cd25e-053f-4891-8342-94833d235fa7,39.0,4.858,14879,1,1,2012-10-09,3,346cd25e-053f-4891-8342-94833d235fa7
technician,single,professional.course,no,no,no,telephone,1106,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-10-14,a0ca8e12-f2dd-4d30-b07b-497905e16c4c,40.28610932349633,4.858,83715,0,1,2012-03-18,11,a0ca8e12-f2dd-4d30-b07b-497905e16c4c
blue-collar,married,basic,no,no,no,telephone,419,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-10-22,76c28b1e-a06c-4fd1-84f9-b19330e3d1a6,35.0,4.858,80616,2,2,2012-03-28,28,76c28b1e-a06c-4fd1-84f9-b19330e3d1a6
admin,married,university.degree,no,yes,yes,telephone,603,5,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-06-07,224e096e-36c4-4213-b58f-d3f4f711a3e4,40.0,4.858,147159,0,2,2012-12-30,31,224e096e-36c4-4213-b58f-d3f4f711a3e4
admin,single,university.degree,no,yes,yes,telephone,415,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-06-14,2d3c91eb-e17c-45d0-b8f1-6faa41ba4de1,55.0,4.858,57946,2,0,2012-08-07,19,2d3c91eb-e17c-45d0-b8f1-6faa41ba4de1
blue-collar,married,basic,no,yes,no,telephone,179,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-02-20,55d734b8-b77b-4a66-8508-b1ef271a26b4,37.0,4.858,96852,2,2,2012-01-25,12,55d734b8-b77b-4a66-8508-b1ef271a26b4
blue-collar,married,basic,no,no,no,telephone,872,5,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-09-07,daeac16d-3e59-46c4-8161-94295d2da9dc,53.0,4.858,96429,1,1,2012-04-13,29,daeac16d-3e59-46c4-8161-94295d2da9dc
admin,married,high.school,no,unknown,no,telephone,52,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-07-18,cb1cce2e-179d-4e35-8ed5-94dd484c4496,40.28610932349633,4.858,143132,2,1,2012-07-25,3,cb1cce2e-179d-4e35-8ed5-94dd484c4496
blue-collar,married,basic,no,no,no,telephone,490,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-06-18,c5454caf-7c11-4964-b43b-ddc1049bf54c,32.0,4.858,109913,0,0,2012-10-13,14,c5454caf-7c11-4964-b43b-ddc1049bf54c
admin,married,high.school,no,yes,no,telephone,63,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-04-19,ffb97428-1c3e-4372-bf27-7ea86c08990d,40.28610932349633,4.858,50815,2,0,2012-12-16,29,ffb97428-1c3e-4372-bf27-7ea86c08990d
management,married,university.degree,no,yes,no,telephone,27,10,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-10-02,b2b7114b-4086-4aca-ad6c-2a3208385016,52.0,3.838975111948529,90443,0,2,2012-02-04,29,b2b7114b-4086-4aca-ad6c-2a3208385016
services,married,high.school,no,no,yes,telephone,425,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-05-11,b611b68e-ac8a-42d2-926f-bf332103e9bf,33.0,4.858,27985,2,0,2012-04-18,32,b611b68e-ac8a-42d2-926f-bf332103e9bf
admin,married,professional.course,no,no,no,telephone,12,11,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-04-09,6389490f-9d32-4a00-a4eb-b6fbd608f4a3,51.0,4.858,32111,1,0,2012-07-04,3,6389490f-9d32-4a00-a4eb-b6fbd608f4a3
management,single,university.degree,no,yes,no,telephone,350,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-05-06,6e07d374-98ed-4593-b575-fbee6c883937,32.0,3.481749187859448,124940,1,0,2012-06-11,27,6e07d374-98ed-4593-b575-fbee6c883937
technician,divorced,professional.course,no,yes,no,telephone,103,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-06-19,db78ca32-a4d9-4cc1-9d74-7618ce114af3,33.0,4.858,67156,1,2,2012-04-15,15,db78ca32-a4d9-4cc1-9d74-7618ce114af3
services,married,high.school,no,no,no,telephone,210,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-10-28,fd2b0688-1aa2-4ec8-bd08-c3020bdd7c1e,34.0,4.858,141633,1,0,2012-01-14,16,fd2b0688-1aa2-4ec8-bd08-c3020bdd7c1e
services,married,high.school,no,no,no,telephone,261,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-11-26,5384f0b4-1434-4ac0-8277-4e8e2ae5a345,34.0,3.517471780268356,31693,2,2,2012-12-17,12,5384f0b4-1434-4ac0-8277-4e8e2ae5a345
admin,divorced,university.degree,no,yes,no,telephone,115,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-01-24,2b2722cd-7313-4758-a1f3-8326d29eb7ff,55.0,4.858,158502,1,1,2012-02-07,1,2b2722cd-7313-4758-a1f3-8326d29eb7ff
management,married,high.school,no,yes,no,telephone,641,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-01-20,7ba7e810-b5a9-4978-bdb3-f2edb8b3feea,33.0,4.858,56629,2,2,2012-04-05,31,7ba7e810-b5a9-4978-bdb3-f2edb8b3feea
blue-collar,married,basic,no,yes,yes,telephone,71,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-03-23,688efd21-7472-45f0-a183-21f358fe0e51,34.0,4.858,87612,0,0,2012-03-05,1,688efd21-7472-45f0-a183-21f358fe0e51
services,married,university.degree,no,yes,no,telephone,370,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-04-14,f38bac06-c80d-49bf-8a93-1b7b0e95863e,39.52402690163146,3.616138060999768,6714,1,0,2012-08-04,11,f38bac06-c80d-49bf-8a93-1b7b0e95863e
technician,married,basic,no,yes,no,telephone,958,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,yes,2015-01-19,4863eb37-0796-40ce-9d28-4fcaaa383534,55.0,4.858,164736,1,2,2012-03-19,14,4863eb37-0796-40ce-9d28-4fcaaa383534
blue-collar,married,basic,no,yes,no,telephone,103,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-11-20,3541e78c-6597-48bb-9945-5ec377f8e6bc,45.0,4.858,111789,0,1,2012-06-17,19,3541e78c-6597-48bb-9945-5ec377f8e6bc
blue-collar,married,basic,no,yes,yes,telephone,628,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-06-26,5b1f6ed6-a9af-41c3-b422-086e7d7314a0,39.52402690163146,3.616138060999768,119197,0,2,2012-04-26,20,5b1f6ed6-a9af-41c3-b422-086e7d7314a0
self-employed,married,university.degree,no,yes,no,telephone,232,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-06-02,4c6412bd-24de-4f95-84b0-56f9e3a12dfe,53.0,4.858,54966,0,1,2012-10-25,11,4c6412bd-24de-4f95-84b0-56f9e3a12dfe
admin,married,university.degree,no,no,no,telephone,68,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-06-26,4eabf1d5-6466-40e6-a989-e3bdd9a61298,43.0,4.858,16375,1,2,2012-06-12,26,4eabf1d5-6466-40e6-a989-e3bdd9a61298
management,married,basic,no,yes,no,telephone,192,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-08-05,78d2def0-4cb5-409a-a4b1-b9ef64364889,40.28610932349633,4.858,138121,0,0,2012-01-03,18,78d2def0-4cb5-409a-a4b1-b9ef64364889
blue-collar,married,basic,no,no,no,telephone,494,3,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-10-26,87fc0676-da41-4285-8fbb-d57403595ce0,39.0,4.858,43516,1,1,2012-08-12,25,87fc0676-da41-4285-8fbb-d57403595ce0
blue-collar,married,basic,no,yes,no,telephone,166,7,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-02-14,b2940acc-aa0c-4c02-b22d-b43f608f6199,29.0,4.858,128304,1,0,2012-11-10,28,b2940acc-aa0c-4c02-b22d-b43f608f6199
self-employed,married,basic,no,yes,no,telephone,151,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-06-29,b18630da-145c-4147-b580-aadcda7ad55e,35.0,4.858,132520,2,2,2012-06-11,17,b18630da-145c-4147-b580-aadcda7ad55e
blue-collar,married,basic,no,yes,no,telephone,204,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-07-08,4673fb0f-3534-443e-b7ee-671d6a3dad75,45.0,4.858,60504,1,0,2012-05-05,17,4673fb0f-3534-443e-b7ee-671d6a3dad75
blue-collar,married,basic,no,yes,no,telephone,180,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-06-08,f4344e58-89dd-4355-8190-f7bc6f626e1e,35.0,3.53533307647281,160131,2,0,2012-04-23,27,f4344e58-89dd-4355-8190-f7bc6f626e1e
technician,single,university.degree,no,no,no,telephone,494,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-03-07,2acda53e-e6a2-4b0e-8236-90a518fba9a4,37.0,3.5710556688817183,29830,0,2,2012-06-02,25,2acda53e-e6a2-4b0e-8236-90a518fba9a4
blue-collar,married,basic,no,no,no,telephone,530,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-04-17,0ff5f86d-896b-4efc-ab70-b88176be9216,38.0,4.858,167349,1,1,2012-02-28,26,0ff5f86d-896b-4efc-ab70-b88176be9216
retired,married,professional.course,no,no,no,telephone,759,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-07-26,6719d059-d734-4975-a2c8-bb3c7cb27820,35.0,4.858,158753,0,0,2012-05-31,15,6719d059-d734-4975-a2c8-bb3c7cb27820
technician,married,university.degree,no,no,no,telephone,85,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-01-12,4eb1a817-c3c5-40b0-b46c-a1cd5c47d1f6,36.0,4.858,129711,0,0,2012-09-29,5,4eb1a817-c3c5-40b0-b46c-a1cd5c47d1f6
blue-collar,married,basic,no,no,no,telephone,445,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-07-10,88b218ca-d59e-4fdd-bf5d-e0c746b1fdbb,40.28610932349633,4.858,65879,1,2,2012-09-24,30,88b218ca-d59e-4fdd-bf5d-e0c746b1fdbb
entrepreneur,single,basic,no,no,no,telephone,345,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-03-12,8b9ff422-15b6-44c4-8262-fe12cf4356e7,53.0,4.858,106407,1,0,2012-10-16,7,8b9ff422-15b6-44c4-8262-fe12cf4356e7
admin,single,university.degree,no,no,no,telephone,819,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,yes,2019-04-18,3661a662-ddc2-492f-920d-b02190b5ddc8,30.0,4.858,137555,1,0,2012-07-27,19,3661a662-ddc2-492f-920d-b02190b5ddc8
blue-collar,married,basic,no,no,no,telephone,16,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-04-08,140acbea-c0b7-40c9-919e-dbfa31e6ccc4,41.0,4.858,135180,0,1,2012-02-15,28,140acbea-c0b7-40c9-919e-dbfa31e6ccc4
blue-collar,married,basic,no,no,no,telephone,32,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-02-01,af0e8c12-4079-4c27-8409-0124cdcc63f7,40.28610932349633,4.858,63345,2,1,2012-03-20,7,af0e8c12-4079-4c27-8409-0124cdcc63f7
technician,married,university.degree,no,no,no,telephone,648,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-03-05,1dd305d8-7487-47c9-879b-3d6dc35f64d2,40.28610932349633,4.858,64656,1,1,2012-11-28,5,1dd305d8-7487-47c9-879b-3d6dc35f64d2
management,married,high.school,no,no,no,telephone,29,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-09-26,601debcc-8b4f-4d60-ad67-386fe13788cb,36.0,4.858,8529,2,0,2012-04-11,24,601debcc-8b4f-4d60-ad67-386fe13788cb
services,divorced,high.school,no,no,no,telephone,220,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-03-30,8c969c85-dc5d-4a85-8f8e-fb7ce6c9c884,44.0,4.858,162731,1,1,2012-10-15,5,8c969c85-dc5d-4a85-8f8e-fb7ce6c9c884
retired,married,high.school,no,no,no,telephone,151,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-02-16,460b5068-244d-401a-8bcd-17f3debfad82,56.0,4.858,111566,2,2,2012-06-18,8,460b5068-244d-401a-8bcd-17f3debfad82
management,married,university.degree,no,yes,no,telephone,290,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-05-23,8f8f71c1-00fe-42a5-af1f-7be004aa5e1f,38.0,4.858,117427,2,0,2012-12-29,7,8f8f71c1-00fe-42a5-af1f-7be004aa5e1f
blue-collar,married,professional.course,no,yes,yes,telephone,634,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-01-14,51f3fa45-b9fb-440d-9e01-f1c7029ddaa9,35.0,4.858,177896,0,0,2012-04-23,4,51f3fa45-b9fb-440d-9e01-f1c7029ddaa9
management,married,university.degree,no,no,yes,telephone,717,3,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-08-06,872613f2-5955-48a2-9b60-cdb8e47d8ef7,35.0,4.858,82482,2,0,2012-11-16,13,872613f2-5955-48a2-9b60-cdb8e47d8ef7
management,married,high.school,no,yes,no,telephone,249,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-02-24,e74acb9f-66fb-400e-97cc-d33a709f6e86,28.0,3.4103040030416314,15681,0,2,2012-09-28,26,e74acb9f-66fb-400e-97cc-d33a709f6e86
housemaid,married,basic,no,no,yes,telephone,228,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-01-12,a6380ddd-5ece-4328-af39-0455c31b3799,43.0,4.858,172984,2,0,2012-02-05,26,a6380ddd-5ece-4328-af39-0455c31b3799
entrepreneur,married,professional.course,no,no,no,telephone,122,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-02-28,6d2afc6f-676f-4f4b-a8bc-e6e1e39806bb,30.0,3.44602659545054,16541,2,2,2012-01-19,13,6d2afc6f-676f-4f4b-a8bc-e6e1e39806bb
student,single,university.degree,no,yes,no,telephone,544,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-09-11,b1a27d27-100a-4505-b217-f9432d1de759,36.0,3.553194372677264,74655,1,1,2012-11-25,2,b1a27d27-100a-4505-b217-f9432d1de759
blue-collar,married,basic,no,yes,yes,telephone,951,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-08-13,cdf292ec-d969-4d78-9ff1-a21071d3f2c6,40.0,4.858,18318,1,2,2012-08-14,7,cdf292ec-d969-4d78-9ff1-a21071d3f2c6
technician,single,university.degree,no,yes,no,telephone,412,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,yes,2015-10-01,ea86ec60-3254-4f46-82c9-2fcdf2cea79f,40.28610932349633,4.858,113342,0,1,2012-06-16,3,ea86ec60-3254-4f46-82c9-2fcdf2cea79f
admin,single,basic,no,yes,yes,telephone,264,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-01-19,a9e73190-88d9-4d37-b462-f42807e97d3b,27.0,4.858,135528,0,2,2012-12-17,32,a9e73190-88d9-4d37-b462-f42807e97d3b
technician,divorced,basic,no,no,no,telephone,211,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-01-23,9b5e3885-ebcf-4027-bbb6-ea27bbc4f1f5,42.0,4.858,171178,2,0,2012-07-12,2,9b5e3885-ebcf-4027-bbb6-ea27bbc4f1f5
blue-collar,married,basic,no,yes,no,telephone,97,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-11-08,9d354c5c-cb37-47c3-9d9f-f4f90742c5b3,49.0,4.858,138088,0,0,2012-10-08,2,9d354c5c-cb37-47c3-9d9f-f4f90742c5b3
technician,married,professional.course,no,yes,yes,telephone,192,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-09-26,dedf3bf6-e1c2-4465-afd0-3c86cbf4ecd3,38.0,4.858,8876,0,0,2012-10-05,29,dedf3bf6-e1c2-4465-afd0-3c86cbf4ecd3
admin,married,high.school,no,yes,no,telephone,160,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-07-05,14dd234e-b55d-47a8-a91f-0269d985f62e,31.0,3.4638878916549936,45916,1,0,2012-07-23,9,14dd234e-b55d-47a8-a91f-0269d985f62e
retired,married,basic,no,no,no,telephone,97,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-09-01,fa2d483a-a0cc-41a4-9bde-b528d672879d,57.0,4.858,103696,2,1,2012-08-14,7,fa2d483a-a0cc-41a4-9bde-b528d672879d
blue-collar,single,basic,no,no,no,telephone,244,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-11-19,e04297da-7dbe-4127-96d0-d64c713fdaf1,29.0,3.4281652992460856,126587,0,2,2012-06-30,12,e04297da-7dbe-4127-96d0-d64c713fdaf1
management,married,university.degree,no,yes,no,telephone,578,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-07-29,86f8c502-8983-4ce1-9f61-0a904326f84d,36.0,3.553194372677264,48881,1,2,2012-11-26,9,86f8c502-8983-4ce1-9f61-0a904326f84d
retired,divorced,high.school,no,yes,no,telephone,359,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-05-01,0aee359c-d24e-4528-8b3e-05449a7a720b,55.0,4.858,26782,0,0,2012-12-20,19,0aee359c-d24e-4528-8b3e-05449a7a720b
services,single,high.school,no,yes,no,telephone,190,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-06-19,95e523f6-8653-4dd5-8a07-8aa78f0965e2,30.0,4.858,45419,2,2,2012-09-14,21,95e523f6-8653-4dd5-8a07-8aa78f0965e2
blue-collar,married,basic,no,no,no,telephone,111,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-06-19,cfe89f20-34ba-41cb-8b60-47ab7545ff4d,32.0,4.858,168640,1,1,2012-02-19,29,cfe89f20-34ba-41cb-8b60-47ab7545ff4d
blue-collar,married,basic,no,yes,no,telephone,487,5,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-10-29,7326394a-394b-4c00-bfe2-9321b6b12544,49.0,4.858,46260,2,0,2012-08-06,30,7326394a-394b-4c00-bfe2-9321b6b12544
admin,married,university.degree,no,yes,no,telephone,396,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-09-20,f331c850-e69f-4a27-b055-a11d20f838ce,48.0,4.858,103023,0,2,2012-07-29,21,f331c850-e69f-4a27-b055-a11d20f838ce
blue-collar,single,basic,no,no,no,telephone,59,8,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-02-25,23241f16-4f88-4512-814e-c53bb2cbf4ce,30.0,4.858,32717,0,1,2012-06-15,29,23241f16-4f88-4512-814e-c53bb2cbf4ce
retired,divorced,high.school,no,yes,no,telephone,111,3,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-06-19,59cdf745-e8b8-4455-9a2d-5a035c2df6b2,53.0,4.858,135807,0,0,2012-08-10,25,59cdf745-e8b8-4455-9a2d-5a035c2df6b2
housemaid,single,university.degree,no,no,yes,telephone,502,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-09-05,f3d373df-a4c9-4e89-8afb-870172d11648,40.0,4.858,101184,0,1,2012-08-20,14,f3d373df-a4c9-4e89-8afb-870172d11648
blue-collar,married,basic,no,no,yes,telephone,795,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,yes,2019-07-12,71605e1e-c2d6-44ec-9575-6a2792c966f3,39.52402690163146,3.616138060999768,28392,0,1,2012-06-19,32,71605e1e-c2d6-44ec-9575-6a2792c966f3
technician,divorced,professional.course,no,yes,no,telephone,202,6,999,0,nonexistent,1.1,93.57421926215054,-36.4,5191.0,no,2018-08-08,81046d4c-4cd7-4441-8b2a-65de9155104f,60.0,4.858,18601,2,2,2012-03-19,6,81046d4c-4cd7-4441-8b2a-65de9155104f
blue-collar,married,basic,no,no,no,telephone,135,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-01-22,b51efa8e-fc7c-47e6-95ab-0e29b9afd416,40.28610932349633,4.858,174934,1,2,2012-01-11,32,b51efa8e-fc7c-47e6-95ab-0e29b9afd416
management,married,university.degree,no,yes,no,telephone,29,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-05-17,ced1bae7-6c63-4ddb-a7eb-4bc41bd27d36,40.28610932349633,4.858,38641,2,2,2012-05-20,12,ced1bae7-6c63-4ddb-a7eb-4bc41bd27d36
blue-collar,married,basic,no,no,no,telephone,408,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-09-08,8bb0b590-8496-4806-8efa-e0ef4fa93424,31.0,4.858,88482,2,0,2012-02-19,28,8bb0b590-8496-4806-8efa-e0ef4fa93424
management,married,university.degree,no,yes,yes,telephone,136,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-09-05,6dbaf28c-a134-4cf2-ab3a-d97752dfb144,56.0,4.858,87419,2,1,2012-02-01,14,6dbaf28c-a134-4cf2-ab3a-d97752dfb144
entrepreneur,married,basic,no,no,yes,telephone,141,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-07-12,17678d8d-8066-476f-bab1-9d258b89c3da,60.0,4.858,41475,0,1,2012-12-22,25,17678d8d-8066-476f-bab1-9d258b89c3da
blue-collar,married,basic,no,no,no,telephone,103,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-11-19,71266331-b03a-41a6-a46a-e2900a608519,34.0,4.858,6713,2,1,2012-08-24,6,71266331-b03a-41a6-a46a-e2900a608519
management,married,university.degree,no,no,yes,telephone,171,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-03-03,a7720beb-97da-4bcc-b190-846817e18697,56.0,4.858,131223,0,1,2012-09-27,3,a7720beb-97da-4bcc-b190-846817e18697
blue-collar,married,basic,no,no,no,telephone,229,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-10-22,483aa853-0ac0-4aae-bb9b-177f98de5a81,40.28610932349633,4.858,130541,1,1,2012-03-02,2,483aa853-0ac0-4aae-bb9b-177f98de5a81
admin,single,high.school,no,no,no,telephone,93,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-03-12,65b4ce78-b491-447d-ae3a-3fb83a14ea37,29.0,4.858,157131,0,2,2012-01-13,18,65b4ce78-b491-447d-ae3a-3fb83a14ea37
blue-collar,married,basic,no,yes,no,telephone,61,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-10-27,f60b13e7-c573-488a-b6b5-aa20564bd515,49.0,4.858,125857,0,1,2012-08-14,16,f60b13e7-c573-488a-b6b5-aa20564bd515
admin,married,basic,no,no,no,telephone,35,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-11-21,32ebddcb-0122-405e-9a31-9bf73f09f699,40.28610932349633,4.858,141943,1,2,2012-07-31,1,32ebddcb-0122-405e-9a31-9bf73f09f699
entrepreneur,married,high.school,no,no,no,telephone,7,12,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-01-27,e5f87b4f-fd60-4b25-9c06-1e9c1dbdb639,49.0,3.785391223335167,112196,0,2,2012-08-28,6,e5f87b4f-fd60-4b25-9c06-1e9c1dbdb639
blue-collar,single,professional.course,no,no,no,telephone,51,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2015-05-21,26ce8ade-ea2a-4934-954c-7edd904d9b39,43.0,4.858,114454,2,1,2012-04-19,26,26ce8ade-ea2a-4934-954c-7edd904d9b39
blue-collar,single,basic,no,no,no,telephone,17,7,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-03-03,b557fd09-9292-4dd2-bc41-49c108770508,38.0,4.858,12822,0,1,2012-05-06,30,b557fd09-9292-4dd2-bc41-49c108770508
blue-collar,married,basic,no,yes,no,telephone,504,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-02-14,2f4f4f2e-ec13-4303-b54f-9a2d7d64bb8d,48.0,4.858,122723,0,2,2012-10-19,23,2f4f4f2e-ec13-4303-b54f-9a2d7d64bb8d
admin,married,high.school,no,no,no,telephone,726,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-05-10,ee425625-1401-47f9-89fd-66c6fabfc37b,43.0,4.858,59033,1,2,2012-12-15,8,ee425625-1401-47f9-89fd-66c6fabfc37b
blue-collar,married,basic,no,no,no,telephone,542,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-01-31,fe837c17-f218-4a6e-81d7-41b9bd42ccfe,30.0,4.858,154594,1,0,2012-10-22,21,fe837c17-f218-4a6e-81d7-41b9bd42ccfe
technician,married,professional.course,no,no,no,telephone,257,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-06-07,2f2f2155-26bf-499c-941a-e8a738ef6384,31.0,4.858,131716,2,1,2012-12-28,10,2f2f2155-26bf-499c-941a-e8a738ef6384
services,married,high.school,no,no,no,telephone,112,1,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2018-01-03,3313e419-494c-43c1-a17a-0db14b43f1cf,37.0,4.858,36145,2,0,2012-10-17,10,3313e419-494c-43c1-a17a-0db14b43f1cf
blue-collar,married,basic,no,yes,no,telephone,250,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2016-06-17,e6e1aa55-54af-4f2e-8e3f-3287fdee2358,42.0,3.660362149903989,21357,0,1,2012-10-17,24,e6e1aa55-54af-4f2e-8e3f-3287fdee2358
retired,married,high.school,no,no,no,telephone,294,2,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2017-06-08,67713d83-0b4f-48cc-854e-30b7ce87d260,59.0,3.964004185379708,82266,0,2,2012-07-06,14,67713d83-0b4f-48cc-854e-30b7ce87d260
admin,single,unknown,no,yes,yes,telephone,303,3,999,0,nonexistent,1.1,93.994,-36.4,5191.0,no,2019-09-28,070f64a3-b0ff-4722-8121-6af70efb9c0e,42.0,4.858,32606,0,1,2012-03-11,18,070f64a3-b0ff-4722-8121-6af70efb9c0e
admin,single,professional.course,no,yes,yes,telephone,828,4,999,0,nonexistent,1.1,93.994,-36.4,5191.0,yes,2019-02-21,fc2ba10f-cd75-41a0-b6a3-1800d0d5db02,36.0,4.858,140975,0,0,2012-11-25,31,fc2ba10f-cd75-41a0-b6a3-1800d0d5db02
